Frame,time,Openness,MAR
1,0.0,0.4305555555555555,0.4168528386291401
2,0.0666666666666666,0.3902777777777776,0.4579359918339946
3,0.1333333333333333,0.4583333333333333,0.4168528386291401
4,0.2,0.4666666666666667,0.4566620020681669
5,0.2666666666666666,0.4875,0.4168528386291401
6,0.3333333333333333,0.5151515151515151,0.4349433899300134
7,0.4,0.5039141414141415,0.4349433899300134
8,0.4666666666666667,0.475,0.4349433899300134
9,0.5333333333333333,0.3999999999999999,0.4433683864666135
10,0.6,0.4458333333333332,0.4566620020681669
11,0.6666666666666666,0.3833333333333332,0.4136151650095749
12,0.7333333333333333,0.4999999999999999,0.4168832036753464
13,0.8,0.3670454545454545,0.4566620020681669
14,0.8666666666666667,0.4916666666666666,0.4633698680563902
15,0.9333333333333332,0.391025641025641,0.4163054471218133
16,1.0,0.4583333333333333,0.4588211116400636
17,1.0666666666666669,0.4514423076923077,0.4232216211999677
18,1.1333333333333333,0.4770833333333332,0.4284413430546923
19,1.2,0.5099358974358974,0.4088102230562708
20,1.2666666666666666,0.4395833333333334,0.42
21,1.3333333333333333,0.4794871794871795,0.4401477104563527
22,1.4,0.5386363636363636,0.4596324410120231
23,1.4666666666666666,0.4960227272727273,0.46
24,1.5333333333333332,0.4717948717948718,0.4396484218375873
25,1.6,0.4711538461538462,0.4579359918339946
26,1.6666666666666667,0.4724358974358975,0.4282842712474619
27,1.7333333333333334,0.4942307692307692,0.4230769230769231
28,1.8,0.4871794871794871,0.4616339798822205
29,1.8666666666666667,0.5205128205128204,0.4583333333333333
30,1.9333333333333331,0.5103146853146854,0.4201636912819169
31,2.0,0.4517094017094017,0.4201636912819169
32,2.0666666666666664,0.4871794871794871,0.4401477104563527
33,2.1333333333333333,0.475,0.4800920007386413
34,2.2,0.4538461538461538,0.4230769230769231
35,2.2666666666666666,0.4794871794871795,0.4615384615384615
36,2.333333333333333,0.4923076923076923,0.4629629629629629
37,2.4,0.4974358974358974,0.4464285714285714
38,2.466666666666667,0.51875,0.4502733377379441
39,2.533333333333333,0.4948717948717948,0.425634095863623
40,2.6,0.4166666666666667,0.4626457563735033
41,2.6666666666666665,0.4230769230769231,0.483889955003238
42,2.7333333333333334,0.4724358974358975,0.4445602961485717
43,2.8,0.4807692307692308,0.4441399261185632
44,2.8666666666666667,0.5153846153846153,0.4616547433011721
45,2.933333333333333,0.5307692307692309,0.4815536973424638
46,3.0,0.5083333333333333,0.4818356619175685
47,3.0666666666666664,0.529020979020979,0.5172413793103449
48,3.1333333333333333,0.4606060606060606,0.5
49,3.2,0.4788461538461538,0.5000426700161518
50,3.2666666666666666,0.4878205128205128,0.5517408984559257
51,3.333333333333333,0.4884615384615384,0.4827586206896552
52,3.4,0.4458333333333332,0.5021687347099896
53,3.466666666666667,0.4125,0.5172786226161468
54,3.533333333333333,0.4979166666666667,0.5172413793103449
55,3.6,0.4979166666666667,0.516700085132471
56,3.6666666666666665,0.4583333333333333,0.4596324410120231
57,3.733333333333333,0.421978021978022,0.448401614162545
58,3.8,0.4769230769230769,0.5163798686058965
59,3.8666666666666663,0.4634615384615385,0.5175860690757519
60,3.933333333333333,0.5032051282051282,0.5161290322580645
61,4.0,0.4955128205128205,0.4824718617569043
62,4.066666666666666,0.401098901098901,0.4791666666666667
63,4.133333333333333,0.4602564102564102,0.5
64,4.2,0.4462585034013606,0.4424381822505699
65,4.266666666666667,0.4666666666666666,0.4824718617569043
66,4.333333333333333,0.5128205128205128,0.4996814271737748
67,4.4,0.5044871794871795,0.4824718617569043
68,4.466666666666667,0.4153846153846154,0.5172929639636074
69,4.533333333333333,0.514102564102564,0.5355913680907403
70,4.6,0.5217948717948719,0.5169341375966832
71,4.666666666666667,0.4666666666666667,0.5172929639636074
72,4.733333333333333,0.4794871794871795,0.5172413793103449
73,4.8,0.5038461538461538,0.5357142857142857
74,4.866666666666666,0.523076923076923,0.517527192429981
75,4.933333333333334,0.5166666666666666,0.5178988179802864
76,5.0,0.5217948717948719,0.517527192429981
77,5.066666666666666,0.5339743589743591,0.5353729576861872
78,5.133333333333333,0.4416666666666666,0.4655172413793103
79,5.2,0.4722222222222222,0.4996574168833835
80,5.266666666666667,0.5025641025641026,0.461975298952793
81,5.333333333333333,0.457051282051282,0.4419809041638505
82,5.4,0.5211538461538461,0.4630478670875237
83,5.466666666666667,0.5083333333333333,0.4611974652144527
84,5.533333333333333,0.41875,0.4469745969522868
85,5.6,0.4807692307692308,0.4815919521355625
86,5.666666666666667,0.4416666666666666,0.4807692307692308
87,5.733333333333333,0.5076923076923077,0.4469745969522868
88,5.8,0.4564102564102564,0.520749962894416
89,5.866666666666666,0.5185897435897435,0.4315001846923411
90,5.933333333333334,0.4955128205128205,0.4455794368698617
91,6.0,0.4452991452991453,0.4423076923076923
92,6.066666666666666,0.5166666666666666,0.4232216211999677
93,6.133333333333333,0.4902777777777777,0.404326622971169
94,6.2,0.45,0.4232216211999677
95,6.266666666666667,0.4999999999999999,0.4401239623897697
96,6.333333333333333,0.4736111111111111,0.46
97,6.4,0.4333333333333333,0.4996574168833835
98,6.466666666666667,0.4974358974358974,0.4647731618649466
99,6.533333333333333,0.4871794871794871,0.5384615384615384
100,6.6,0.4269230769230769,0.5211864775621838
101,6.666666666666667,0.5083333333333333,0.4469745969522868
102,6.733333333333333,0.475,0.4630661264035118
103,6.8,0.4166666666666667,0.4259259259259259
104,6.866666666666666,0.514102564102564,0.5015334018438138
105,6.933333333333334,0.4180555555555555,0.4601079815642055
106,7.0,0.4224358974358974,0.5195844985353305
107,7.066666666666666,0.4645833333333333,0.5000878654023765
108,7.133333333333333,0.383974358974359,0.44
109,7.2,0.4923076923076923,0.4615384615384615
110,7.266666666666667,0.4999999999999999,0.5380637094168615
111,7.333333333333333,0.4987179487179486,0.5188471483662593
112,7.399999999999999,0.5134615384615384,0.4807692307692308
113,7.466666666666667,0.4724358974358975,0.4424381822505699
114,7.533333333333333,0.5256410256410255,0.500067101983425
115,7.6,0.4916666666666666,0.4424381822505699
116,7.666666666666667,0.5249999999999999,0.4424174188316183
117,7.733333333333333,0.4875,0.4808505409328227
118,7.8,0.4376262626262625,0.4201636912819169
119,7.866666666666666,0.4805555555555555,0.4401239623897697
120,7.933333333333334,0.4944444444444444,0.42
121,8.0,0.4916666666666666,0.417187174885433
122,8.066666666666666,0.5083333333333333,0.4375
123,8.133333333333333,0.3848484848484848,0.4166666666666667
124,8.2,0.451010101010101,0.437120719477904
125,8.266666666666666,0.4083333333333334,0.44
126,8.333333333333334,0.5326388888888889,0.467334592175922
127,8.4,0.325,0.4423076923076923
128,8.466666666666667,0.4722222222222222,0.42
129,8.533333333333333,0.444017094017094,0.4423076923076923
130,8.6,0.4791666666666667,0.42
131,8.666666666666666,0.4916666666666666,0.4401239623897697
132,8.733333333333333,0.4819444444444444,0.4230769230769231
133,8.8,0.4597222222222222,0.4260544658936316
134,8.866666666666667,0.5111111111111111,0.42
135,8.933333333333334,0.4458333333333333,0.42
136,9.0,0.45,0.44
137,9.066666666666666,0.4766414141414141,0.4401239623897697
138,9.133333333333333,0.4138888888888889,0.42
139,9.2,0.5055555555555555,0.4401239623897697
140,9.266666666666666,0.4763888888888889,0.42
141,9.333333333333334,0.4916666666666666,0.4227643431132483
142,9.4,0.475,0.42
143,9.466666666666669,0.4727272727272727,0.42
144,9.533333333333331,0.4984848484848485,0.4166666666666667
145,9.6,0.4819444444444444,0.42
146,9.666666666666666,0.4902777777777777,0.42
147,9.733333333333333,0.475,0.4404759208325728
148,9.8,0.4857323232323232,0.42
149,9.866666666666667,0.4763888888888889,0.44
150,9.933333333333334,0.4787878787878787,0.42
151,10.0,0.4111111111111111,0.4401239623897697
152,10.066666666666666,0.4878787878787878,0.42
153,10.133333333333333,0.358974358974359,0.3850958537403998
154,10.2,0.4902777777777777,0.4201399432153339
155,10.266666666666666,0.5333333333333334,0.437120719477904
156,10.333333333333334,0.5222222222222224,0.4401239623897697
157,10.4,0.4666666666666666,0.4038461538461538
158,10.466666666666669,0.425,0.4376407764540899
159,10.533333333333331,0.4111111111111111,0.4166666666666667
160,10.6,0.5068181818181818,0.4196644026631515
161,10.666666666666666,0.4565656565656565,0.437616040565401
162,10.733333333333333,0.4194444444444444,0.42
163,10.8,0.5013888888888889,0.42
164,10.866666666666667,0.4909090909090909,0.4583333333333333
165,10.933333333333334,0.4944444444444444,0.4375
166,11.0,0.371969696969697,0.42
167,11.066666666666666,0.4944444444444444,0.4583333333333333
168,11.133333333333333,0.45,0.4427445297220238
169,11.2,0.4416666666666666,0.44
170,11.266666666666666,0.4597222222222222,0.44
171,11.333333333333334,0.4809343434343434,0.4401239623897697
172,11.4,0.4833333333333333,0.42
173,11.466666666666669,0.4661324786324787,0.4375
174,11.533333333333331,0.4180555555555555,0.4401239623897697
175,11.6,0.4819444444444444,0.44
176,11.666666666666666,0.475,0.4201399432153339
177,11.733333333333333,0.5083333333333333,0.44
178,11.8,0.498611111111111,0.4038461538461538
179,11.866666666666667,0.4597222222222223,0.4588538415520997
180,11.933333333333334,0.4916666666666666,0.4201399432153339
181,12.0,0.5037878787878789,0.4375
182,12.066666666666666,0.5055555555555555,0.4404996878900157
183,12.133333333333333,0.475,0.4375
