Frame,EAR,MAR
1,0.3327576263741466,0.3853951371835221
2,0.3487469741464311,0.4205568267370099
3,0.360703620018165,0.4067446084099803
4,0.3507866493276178,0.4029997011463999
5,0.3745424919625992,0.4044786041022079
6,0.3634563454911023,0.4044786041022079
7,0.3321819194149599,0.3992242079377172
8,0.3504649829636901,0.3992242079377172
9,0.3554991308164232,0.4205568267370099
10,0.3321819194149599,0.3853951371835221
11,0.3972485695374312,0.441461136857296
12,0.396521810060564,0.4817688377401808
13,0.3703720952623333,0.4285714285714285
14,0.3987994858176905,0.4310344827586206
15,0.3049122660070178,0.5163798686058965
16,0.3691381636729204,0.4483684122840496
17,0.339167882784403,0.4652407238370148
18,0.3347377608529882,0.5163798686058965
19,0.3525046581448768,0.5010276520641941
20,0.3119962564107116,0.5158420163115394
21,0.3079438711650853,0.4839293080419335
22,0.3091464381584206,0.5322912490583706
23,0.3176422046075297,0.4839293080419335
24,0.340892997769474,0.516700085132471
25,0.3327576263741466,0.4669998667732268
26,0.3555747770928807,0.4500832232901259
27,0.3327576263741466,0.4824718617569043
28,0.3199371135536338,0.4703399055538226
29,0.3145520978487399,0.5166666666666667
30,0.3510495490185498,0.4688051237577667
31,0.3245285152818873,0.4836665334398934
32,0.3628896739032189,0.4836537277085896
33,0.3855236104138485,0.500061826043718
34,0.3245285152818873,0.4856125755200461
35,0.3664342187640377,0.5186403564921609
36,0.3628896739032189,0.4819728301383253
37,0.3304493702791893,0.4856125755200461
38,0.3894318814525317,0.4658762810160108
39,0.3484848484848485,0.5178988179802864
40,0.3484848484848485,0.5172786226161468
41,0.3384627344007359,0.4656151369315315
42,0.3541666666666666,0.5169341375966832
43,0.3567313672003679,0.5172413793103449
44,0.3664342187640377,0.5
45,0.3856169466304916,0.468674171708569
46,0.3347377608529882,0.4664076232569387
47,0.2308006925199302,0.4847497748820225
48,0.2079572450288356,0.500189011394146
49,0.2742158436538142,0.5023064925271746
50,0.3028011383979303,0.4278532173941406
51,0.2863748818945737,0.5172786226161468
52,0.3621429841700741,0.4847497748820225
53,0.2728854311820733,0.5345097605360362
54,0.3959195284182356,0.4991590371753586
55,0.3529432893783948,0.4828306881238285
56,0.3245285152818873,0.5000474846962574
57,0.3353134678121749,0.4849519381375607
58,0.3327576263741466,0.5000474846962574
59,0.3932683351288497,0.4278693293358633
60,0.3535189963375815,0.4808505409328227
61,0.2976952677383415,0.4290982192569795
62,0.3353134678121749,0.4100751413327215
63,0.3119962564107116,0.4278869038296989
64,0.2862239204887389,0.4449055604900266
65,0.3199371135536338,0.4108579771862105
66,0.3477381587517037,0.4108579771862105
67,0.4110372480554527,0.4804140262650549
68,0.3287772044984187,0.4489289300688098
69,0.3327576263741466,0.4489289300688098
70,0.3223045294308965,0.4273129824321408
71,0.3327576263741466,0.4445602961485717
72,0.3499488167068485,0.4615384615384615
73,0.3426057700598615,0.4260544658936316
74,0.347162451792517,0.5023674158772627
75,0.3847769206807037,0.5019962540860115
76,0.4081575469244781,0.4615384615384615
77,0.4558625358697686,0.4835324448288294
78,0.3906537550355682,0.500059527597404
79,0.3458399574345948,0.4811515866284434
80,0.4322859950859355,0.4804140262650549
81,0.4581037372537412,0.4808713043517743
82,0.3684738939452244,0.4615384615384615
83,0.4133810277628409,0.4649239281846119
84,0.2382045834169736,0.5
85,0.2491364395612199,0.4808505409328227
86,0.3067184316704935,0.4807692307692308
87,0.347162451792517,0.4663887630687707
88,0.3507069966533359,0.4807692307692308
89,0.3905577582665815,0.4311813814092977
90,0.4348864269070772,0.4424381822505699
91,0.3512827036125225,0.4401239623897697
92,0.4348864269070772,0.4260744613707421
93,0.3484848484848485,0.4800920007386413
94,0.3656760388175504,0.4647213595499957
95,0.3510495490185498,0.48
96,0.3664342187640377,0.4615384615384615
97,0.3656875290308929,0.4615384615384615
98,0.3628896739032189,0.4660692092367567
99,0.3479091415256617,0.4489289300688098
100,0.3636363636363636,0.4489289300688098
101,0.3181818181818182,0.4488160736574035
102,0.3744242930408132,0.4661703945839374
103,0.3959195284182356,0.4661703945839374
104,0.3933636869802072,0.4616339798822205
105,0.3636363636363636,0.4445602961485717
106,0.3409090909090909,0.4445602961485717
107,0.388685191719387,0.441461136857296
108,0.2039788787358502,0.4260362065776434
109,0.1860063434698536,0.4251634787101571
110,0.2911629230773783,0.4630478670875237
111,0.3333333333333333,0.4815536973424638
112,0.3628896739032189,0.4630478670875237
113,0.3636363636363636,0.4295613399874928
114,0.3358980338670346,0.4260544658936316
115,0.430044793701963,0.4260744613707421
116,0.415129231369533,0.4260544658936316
117,0.4339530647406462,0.4075486356386914
118,0.3333333333333333,0.4445602961485717
119,0.4082508831411212,0.4302291946422595
120,0.4074108571913333,0.4489289300688098
121,0.3886140798543814,0.4260744613707421
122,0.4322859950859355,0.4260544658936316
123,0.38830997532818,0.4445602961485717
124,0.4170231707634724,0.4075486356386914
125,0.3535189963375815,0.3890628008608618
126,0.3397435897435897,0.443631400088985
127,0.319483957476954,0.3890628008608618
128,0.434527196469908,0.4489289300688098
129,0.3693181818181818,0.4222870121361117
130,0.3327576263741466,0.3882658123813118
131,0.3529432893783948,0.4489289300688098
132,0.3541666666666666,0.4075486356386914
133,0.3310656539720239,0.4260544658936316
134,0.3769170302046162,0.4075486356386914
135,0.3535189963375815,0.4075486356386914
136,0.3535909597074799,0.4432301130918706
137,0.3477381587517037,0.4075486356386914
138,0.3535189963375815,0.4260362065776434
139,0.3726132966463058,0.4075486356386914
140,0.3703720952623333,0.4414404192906321
141,0.3287772044984187,0.3930122119300043
142,0.1756523764018359,0.4067137792434214
143,0.1863661603193453,0.4236527288233921
144,0.2429820746472718,0.3882658123813118
145,0.2991757435901988,0.4067137792434214
146,0.3207749461744031,0.3882658123813118
147,0.3327576263741466,0.4067337337601398
148,0.3327576263741466,0.4260544658936316
149,0.354999070133694,0.4108579771862105
150,0.3224929549916622,0.4088071521772006
151,0.3406984835170688,0.3930122119300043
152,0.3347377608529882,0.4067137792434214
153,0.3739225575330698,0.4222662945694478
154,0.3555747770928807,0.4251817006222493
155,0.3353134678121749,0.3922633788357441
156,0.3555747770928807,0.3922633788357441
157,0.358139477626582,0.4067137792434214
158,0.3744242930408132,0.4251817006222493
159,0.3477381587517037,0.4067137792434214
160,0.3764081104262141,0.4232008577810161
161,0.4166808983816705,0.4079697177323708
162,0.3769801344788416,0.4251817006222493
163,0.3686705114890967,0.4031128874149274
164,0.3679238217559519,0.4075486356386914
165,0.3927989596505541,0.4503771790409483
166,0.3764081104262141,0.4503771790409483
167,0.3535189963375815,0.4302291946422595
168,0.3697963883031466,0.4232216211999677
169,0.3535189963375815,0.4424174188316183
170,0.3147896559910812,0.4264376391111987
171,0.1939807993483575,0.4263650736036969
172,0.2200200690258631,0.4445420368325836
173,0.2796353223084709,0.4067337337601398
174,0.3224929549916622,0.4251634787101571
175,0.3347377608529882,0.4264376391111987
176,0.3410185248176107,0.4448329949825249
177,0.3353134678121749,0.4080491496538614
178,0.3327576263741466,0.4264376391111987
179,0.35607483777561,0.4328313641261999
180,0.3353134678121749,0.4260544658936316
181,0.3831200241491522,0.4222662945694478
182,0.3327576263741466,0.4075486356386914
183,0.3535189963375815,0.4493826017967799
184,0.3516155273851936,0.4031128874149274
185,0.3529432893783948,0.4232216211999677
186,0.3535189963375815,0.4260544658936316
187,0.3535189963375815,0.4414404192906321
188,0.35607483777561,0.407568631115802
189,0.3353134678121749,0.4260544658936316
190,0.396521810060564,0.4328313641261999
191,0.3529432893783948,0.407568631115802
192,0.4131916947772112,0.4419809041638505
193,0.3656875290308929,0.443631400088985
194,0.3353134678121749,0.3890628008608618
195,0.3353134678121749,0.4088867471476241
196,0.3697963883031466,0.4067337337601398
197,0.3529432893783948,0.443631400088985
198,0.3587115016792096,0.4448329949825249
199,0.3479091415256617,0.4449055604900266
200,0.3535909597074799,0.415698813157812
201,0.3933636869802072,0.4315949113295398
202,0.368571492085037,0.4236527288233921
203,0.3764152362040979,0.3890628008608618
204,0.368571492085037,0.4236527288233921
205,0.3769081711089433,0.4232216211999677
206,0.3535909597074799,0.4040050601493655
207,0.3353223269078479,0.4044786041022079
208,0.3560836968712828,0.415698813157812
209,0.3535909597074799,0.4232008577810161
210,0.3560836968712828,0.4245077086254412
211,0.3977415044422766,0.4232008577810161
212,0.3541666666666666,0.4040278962048828
213,0.3554991308164232,0.4419809041638505
214,0.3951856630042483,0.4067137792434214
215,0.3934535649716686,0.4260544658936316
216,0.2206495146276677,0.4232008577810161
217,0.204078773462239,0.4232008577810161
218,0.223992855430937,0.4232008577810161
219,0.3144801344788416,0.4232008577810161
220,0.3353134678121749,0.4273129824321408
221,0.3743523296709149,0.4088071521772006
222,0.3378781683458762,0.4424174188316183
223,0.3353134678121749,0.4260544658936316
224,0.3951856630042483,0.4273129824321408
225,0.3972485695374312,0.4503771790409483
226,0.3535909597074799,0.4251817006222493
227,0.3743523296709149,0.4067137792434214
228,0.3535189963375815,0.4273129824321408
229,0.3762605007798582,0.4040050601493655
230,0.3831200241491522,0.4260544658936316
231,0.3119962564107116,0.4232216211999677
232,0.4337645207827254,0.4414404192906321
233,0.3939917935099982,0.4040050601493655
234,0.4332193572523665,0.4260544658936316
235,0.3852784434280872,0.4437242696760433
236,0.375760440097129,0.4245077086254412
237,0.3727659674255826,0.4232008577810161
238,0.3951856630042483,0.4503771790409483
239,0.3743523296709149,0.4245903605025735
240,0.3764081104262141,0.4808505409328227
241,0.3477381587517037,0.4222870121361117
242,0.3535189963375815,0.4493826017967799
243,0.4148251268433315,0.4437242696760433
244,0.3902734644166456,0.4424174188316183
245,0.3575549115717224,0.4424174188316183
246,0.3764081104262141,0.4232216211999677
247,0.3762605007798582,0.4232008577810161
248,0.3704796631939804,0.3890628008608618
249,0.4141250569436422,0.4075486356386914
250,0.3972414437595474,0.4152339969903725
251,0.3972414437595474,0.4088071521772006
252,0.3972414437595474,0.4222662945694478
253,0.3944660293052648,0.4260744613707421
254,0.3417237242224313,0.4040050601493655
255,0.1951367322083228,0.4031128874149274
256,0.2495682197806099,0.4445420368325836
257,0.2758021445608424,0.4222870121361117
258,0.3144801344788416,0.4311813814092977
259,0.3533108885803666,0.4040050601493655
260,0.3378781683458762,0.407568631115802
261,0.2948011919380437,0.441461136857296
262,0.3335954589949159,0.4031128874149274
263,0.3353134678121749,0.4031128874149274
264,0.3353134678121749,0.3890628008608618
265,0.3743523296709149,0.4232216211999677
266,0.3977415044422766,0.3890628008608618
267,0.3535189963375815,0.4232216211999677
268,0.3972414437595474,0.4401239623897697
269,0.3769801344788416,0.407568631115802
270,0.3738360288592072,0.4232008577810161
271,0.3993043502927305,0.4222662945694478
272,0.3951856630042483,0.4067337337601398
273,0.3977415044422766,0.407568631115802
274,0.3977415044422766,0.4088867471476241
275,0.3985775908158632,0.4232008577810161
276,0.3703720952623333,0.407568631115802
277,0.4118887642185832,0.4424174188316183
278,0.4090909090909091,0.4088867471476241
279,0.4340686253089269,0.4424174188316183
280,0.4147727272727273,0.4424381822505699
281,0.3479091415256617,0.4307241033225783
282,0.3998044109754596,0.3882658123813118
283,0.4083442193577643,0.4232216211999677
284,0.4558532937629961,0.4040050601493655
285,0.4367356049728126,0.4040050601493655
286,0.4558532937629961,0.4590094332838996
287,0.3913977842163695,0.4260544658936316
288,0.2834375555744074,0.4251817006222493
289,0.1856304504590867,0.4404931323077323
290,0.2283807845868412,0.4031128874149274
291,0.2966354778941757,0.4245077086254412
292,0.3353134678121749,0.4232216211999677
293,0.3353134678121749,0.4040050601493655
294,0.3972414437595474,0.4040050601493655
295,0.3951856630042483,0.4437242696760433
296,0.3951856630042483,0.4232216211999677
297,0.3951856630042483,0.4232008577810161
298,0.3764081104262141,0.3903809168926839
299,0.375760440097129,0.4031128874149274
300,0.3535909597074799,0.4232008577810161
301,0.3451616114978898,0.4232008577810161
302,0.4159470329676832,0.4031128874149274
303,0.3912054285956666,0.4232216211999677
304,0.393006031772963,0.4232008577810161
305,0.4524647261481639,0.441461136857296
306,0.3998044109754596,0.3890628008608618
307,0.4180028137229824,0.4040050601493655
308,0.3745934311251475,0.4152339969903725
309,0.4180028137229824,0.4040050601493655
310,0.3138505659330999,0.4222662945694478
311,0.2326005341203719,0.4031128874149274
312,0.2549688112275091,0.4232008577810161
313,0.3153653629502679,0.4035477820626461
314,0.3119962564107116,0.3890628008608618
315,0.3327576263741466,0.4260544658936316
316,0.3327576263741466,0.4075486356386914
317,0.3327576263741466,0.3848113351542806
318,0.3582097076786913,0.4040050601493655
319,0.430044793701963,0.4839689594965972
320,0.3561468011455083,0.4302291946422595
321,0.3327576263741466,0.3843312210120439
322,0.3289569232671103,0.4630661264035118
323,0.297692383282361,0.4996574168833835
324,0.3327576263741466,0.4437242696760433
325,0.3529432893783948,0.4260744613707421
326,0.3535909597074799,0.4445602961485717
327,0.3196614760631463,0.4818414032476825
328,0.3707262922443959,0.4448329949825249
329,0.3944660293052648,0.4634529137903453
330,0.3310656539720239,0.4252016551389677
331,0.3107302360794168,0.4445602961485717
332,0.3317432881814418,0.4236527288233921
333,0.3070572538220723,0.4436496220010773
334,0.3762605007798582,0.4436496220010773
335,0.3504649829636901,0.464324642942021
336,0.3212014469226611,0.4616339798822205
337,0.3656760388175504,0.3930122119300043
338,0.3070572538220723,0.4251817006222493
339,0.3211232570888639,0.4260744613707421
340,0.3884148017581657,0.4088867471476241
341,0.2896824472255209,0.4629408307266455
342,0.3061432679877891,0.4436496220010773
343,0.2591640786499873,0.4436496220010773
344,0.3203148295796479,0.4805672428466409
345,0.3203148295796479,0.5000481414042132
346,0.2985675104120315,0.4805672428466409
347,0.2959570162824241,0.4812885048850728
348,0.2452618185967203,0.5187046804978367
349,0.4163428698461555,0.4428268535445763
350,0.4148251268433315,0.4428268535445763
351,0.3738360288592072,0.4428268535445763
352,0.3051174222971998,0.4338609156373123
353,0.2570743144822911,0.4237433866258907
354,0.3066381636729204,0.4990351642254689
355,0.2724536509626832,0.4793336053155065
356,0.2958653930536314,0.4237433866258907
357,0.3430535925202633,0.4412980634700624
358,0.3430535925202633,0.4637467936740106
359,0.3325014681279292,0.4793336053155065
360,0.2585494487890521,0.4822072874678739
361,0.2830057753550173,0.5175030856042968
362,0.2498192630277937,0.5002752819648602
363,0.3561468011455083,0.4619185089104788
364,0.3656760388175504,0.4428268535445763
365,0.3737046593418298,0.4793336053155065
366,0.3677157139987371,0.4619185089104788
367,0.3347377608529882,0.4831208174468636
368,0.3841352153837665,0.4793336053155065
369,0.4096520585753059,0.4436496220010773
370,0.3287772044984187,0.4805672428466409
371,0.3212947831393042,0.4630661264035118
372,0.3778162208524282,0.4810926336316631
373,0.368550157826456,0.4066645201110623
374,0.2288068498171749,0.4817688377401808
375,0.2700205762313359,0.4634928543298182
376,0.3330727195398114,0.4797697500248283
377,0.3535696254488989,0.4044786041022079
378,0.2716072381275556,0.4620993214678129
379,0.3204196560096337,0.5178988179802864
380,0.2603718388443877,0.4815536973424638
381,0.3475221596374395,0.4817688377401808
382,0.3259441505645892,0.4822072874678739
383,0.3361601595286172,0.4822072874678739
384,0.3483048303395871,0.4812885048850728
385,0.2747137042893252,0.4823993329356105
386,0.3105157805588543,0.4812885048850728
387,0.2992697590552199,0.4810926336316631
388,0.2879061226915836,0.500059527597404
389,0.2956411202615589,0.4812885048850728
390,0.3061432679877891,0.4991002673820502
391,0.2853813547478717,0.5185653578523441
392,0.3077896053745103,0.4805672428466409
393,0.2758553840676046,0.5002367591190088
394,0.3335954589949159,0.4812885048850728
395,0.2733980338670346,0.500059527597404
396,0.3107302360794168,0.480134055836822
397,0.3439287196499339,0.4815536973424638
398,0.2956411202615589,0.4815536973424638
399,0.3079652546095474,0.441461136857296
400,0.3061432679877891,0.4823993329356105
401,0.2816369523971112,0.4996574168833835
402,0.3281971007332614,0.4822072874678739
403,0.3270843567199157,0.4797886687330006
404,0.3458399574345948,0.4621175433799053
405,0.3175284646653165,0.4797886687330006
406,0.2863748818945737,0.4656089007903755
407,0.2979141568955298,0.4813046168267956
408,0.2545713521734298,0.4991002673820502
409,0.3430535925202633,0.4805672428466409
410,0.304420498834954,0.5002367591190088
411,0.3037671453184524,0.4621175433799053
412,0.3049242424242424,0.5175030856042968
413,0.3125,0.5002367591190088
414,0.2965841274656746,0.5025102641342072
415,0.2906591794880899,0.5002367591190088
416,0.3278905871554055,0.4817688377401808
417,0.3105085716987866,0.4445602961485717
418,0.3422954125737759,0.4805854647587332
419,0.3512827036125225,0.4813046168267956
420,0.3302162156852164,0.4990351642254689
421,0.2732669160642111,0.4643776649111817
422,0.346726574777608,0.4834973449923392
423,0.2076136996343499,0.4822234301673879
424,0.2495682197806099,0.4822234301673879
425,0.2992555785314983,0.4630478670875237
426,0.2789532026422449,0.4445420368325836
427,0.3203148295796479,0.4621175433799053
428,0.2864306839189064,0.4633009163613528
429,0.2796527329559654,0.4797886687330006
430,0.309692093296037,0.4646517569709053
431,0.3333333333333333,0.4436695765177957
432,0.3145609569444129,0.4813046168267956
433,0.3081086274751445,0.4828304731969611
434,0.2721672554274141,0.4821573917772477
435,0.307440127575797,0.4797886687330006
436,0.2965841274656745,0.4606145440118164
437,0.33134190503212,0.4828589697739316
438,0.2898969027460835,0.4839689594965972
439,0.2608036190637778,0.4804140262650549
440,0.3050349862641457,0.4621175433799053
441,0.2830057753550173,0.4797886687330006
442,0.2906591794880899,0.4808505409328227
443,0.3297701883686383,0.4805672428466409
444,0.309692093296037,0.4633734818688546
445,0.2644766013211224,0.4822234301673879
446,0.3119962564107116,0.4621175433799053
447,0.2885341818054876,0.4983625584081655
448,0.233775661044684,0.4643776649111817
449,0.2981117381563598,0.4643776649111817
450,0.3189450714896931,0.4822234301673879
451,0.2956411202615589,0.4817688377401808
452,0.3477381587517037,0.4630661264035118
453,0.325104222241074,0.467273633940873
454,0.3684738939452244,0.4990533861375612
455,0.2821825379788574,0.4818414032476825
456,0.3024702857304444,0.5022499668205713
457,0.2890597203184182,0.4990351642254689
458,0.325104222241074,0.4621175433799053
459,0.3439287196499339,0.4436695765177957
460,0.3205480934061595,0.4813046168267956
461,0.3240926382669784,0.4634928543298182
462,0.328322276291277,0.446549507698623
463,0.346726574777608,0.4456986663266764
464,0.2942411746381852,0.4485891174681607
465,0.3079438711650853,0.5012929955475939
466,0.3277377102364174,0.4989627934541849
467,0.325104222241074,0.4616339798822205
468,0.3022404926693761,0.446549507698623
469,0.2868183401612486,0.4808505409328227
470,0.3291874467434135,0.5013739528278499
471,0.3686705114890967,0.500067101983425
472,0.4161612738996473,0.465114474449435
473,0.3430535925202633,0.4643952729548293
474,0.3430535925202633,0.4643776649111817
475,0.3196614760631463,0.4828304731969611
476,0.2283750695977849,0.481571956658452
477,0.3484848484848485,0.4828304731969611
478,0.3497182932305454,0.481571956658452
479,0.3276689227747753,0.4616547433011721
