No,PERCLOS,MAR_Std
1,0.0909425380749068,0.0113076467960533
2,0.02538180602124,0.010084838884392
3,0.0262281644443559,0.0096172036699211
4,0.026957790572805,0.0140386511555992
5,0.028455835154533,0.0162248572159172
6,0.1765753074751296,0.011098856779535
7,0.115757152496754,0.0117910119188556
8,0.0487756857368026,0.0128247672504678
9,0.5510709626534848,0.01322307884413
10,0.4227235091966181,0.013936377998301
11,0.144958538177302,0.0153089373643343
12,0.4070243444780124,0.0154532452958864
13,0.783648673601512,0.0140232522379897
14,0.5263583067970851,0.0121012691425205
15,0.3563609901162965,0.0151252843870549
16,0.0878412499654397,0.0143256922109065
17,0.0273050471716023,0.010328142121527
18,0.0838389383301436,0.0135033321884003
19,0.0279748191714809,0.0086017880619942
20,0.1143820703025977,0.0133714995377979
21,0.0590542228665313,0.0128270621281798
22,0.096474888465456,0.0100858840615932
23,0.0581521966307887,0.0171882504203088
24,0.0587160229919692,0.0149869532945032
25,0.0285343489962208,0.0158784133309864
26,0.0288876828770319,0.0147472374598275
27,0.1354819154136871,0.0117783550770188
28,0.0545650117286168,0.0147796106786888
29,0.0272875683412886,0.0108065168017766
30,0.0261254441821118,0.0135697828540015
31,0.0826337324829934,0.0103232527762808
32,0.0798005970098871,0.0167243479683514
33,0.0822633569772666,0.0187924604393108
34,0.0545539284755699,0.0101162119545168
35,0.0281184006998565,0.0148546696402925
36,0.0815964993931657,0.0154706208454511
37,0.0759601354868626,0.0147938266858049
38,0.0641298691968628,0.0157034239237595
39,0.0269305690510123,0.013093405545849
40,0.0352316373288741,0.017008863230678
41,0.1028729870815917,0.0148121974913374
42,0.0272311232316115,0.0109063968690219
43,0.0272693701514774,0.0140082582680631
44,0.0263369554281879,0.0176803221107191
45,0.0252937234270544,0.015925703312138
46,0.0529282182022007,0.0143463521762458
47,0.0548856093893918,0.0125916889271309
48,0.0279240387043832,0.0167922113607756
49,0.026625259115194,0.0165945230070533
50,0.1205934204537548,0.0152498302224252
51,0.0271776470542587,0.014213135568533
52,0.02722281766064,0.0106619257211249
53,0.0265613129934025,0.0152470816963377
54,0.1119188216664145,0.0184670628563609
55,0.0259670974086786,0.0162233136907971
56,0.074140247867376,0.0202601752371444
57,0.0252974504523038,0.017729279130215
58,0.1833395087366,0.0177392212174883
59,0.3987007597631074,0.0201343138708145
60,0.027404182039742,0.0169250869294169
61,0.0835061788971857,0.017511285455091
62,0.027775374969492,0.0138540542468264
63,0.0261278190675589,0.0139652924181361
64,0.0568310542372896,0.0187091950992479
65,0.0281791414675459,0.0146507252125632
66,0.0865268657708162,0.0197941684497205
67,0.0520030182545622,0.0136959351625082
68,0.0249667469270873,0.0153853489718816
69,0.0557853473390876,0.011936430524175
70,0.0568873646104352,0.0149469299686348
71,0.1139457818228033,0.0129274236603806
72,0.3971811823482732,0.0101631423850999
73,0.2850853953058212,0.0134658530252898
74,0.0271084900020478,0.0139509255802645
75,0.0848641861309629,0.0134003483317448
76,0.0839397762398083,0.012770701692836
77,0.1817029636662829,0.0112170055659929
78,0.0540748419425276,0.0131357488495769
79,0.0270752708494883,0.0096410956032062
80,0.0273368768518932,0.0119461901443411
81,0.1411880604907874,0.0147165381077502
82,0.0585631750562066,0.0119338954829374
83,0.1111103241584285,0.0159097580927893
84,0.1760914867305606,0.0140588727936617
85,0.2367257064829016,0.0143449745145683
86,0.098012907613491,0.0124959653359393
87,0.0551549313227863,0.0134209004439018
88,0.0547484722360144,0.0154741647739373
89,0.2467142654145134,0.0130961220891758
90,0.0544106894997131,0.0132434992238242
91,0.1866202322087736,0.0086794878582791
92,0.0886406279370593,0.013268747212561
93,0.0237001113343165,0.0179385261043429
94,0.0805945264959459,0.0151782574508484
95,0.079852518572459,0.0126563302820523
96,0.0258772834510627,0.0156514995714518
97,0.1387036752802023,0.0143101187960307
98,0.1120794651878048,0.0144702820793138
99,0.1102430864654334,0.0132369281941656
100,0.1737316422955535,0.0111600110981613
101,0.3237118525239902,0.0133358868595827
102,0.0272945750279773,0.0138224219845066
103,0.0259287618589966,0.0106127672494363
104,0.1393100878132148,0.0124505405113565
105,0.1174792882318379,0.0146143582657121
106,0.1946823470983135,0.012489596366397
107,0.2010733489800692,0.0130709803061393
108,0.0588788098006579,0.0141764233963524
109,0.2057917958665338,0.0145732729116284
110,0.1101026519463485,0.0182309150512219
