No,PERCLOS,MAR_Std
1,0.0400738453832094,0.0141064884833305
2,0.0972990335686605,0.0204998221406212
3,0.0547994224962394,0.014796507161195
4,0.0928292153166868,0.0167136978290368
5,0.0880778422384122,0.0121004346791548
6,0.2371822036340626,0.0291715493526636
7,0.0420219666998611,0.0281757945414841
8,0.0409039793945465,0.0261175483777266
9,0.0963156497943603,0.0260803631073662
10,0.0473589654283828,0.0130733064203316
11,0.0392993125733972,0.0132156490293712
12,0.046033969393144,0.0253990063728218
13,0.0384177745122894,0.028060204402022
14,0.0932692059286282,0.0148222031730191
15,0.038283517881092,0.0255668312022902
16,0.0424374971596875,0.0247111686773157
17,0.085337243758557,0.0159243820642916
18,0.0820457451733153,0.0171344151272133
19,0.0933027306379117,0.0231601973251063
20,0.1013386110139612,0.0372385815189812
21,0.1725966288414679,0.0188714543730252
22,0.2922537479344166,0.032978542812266
23,0.2138126517649513,0.0301711824542071
24,0.1623831409350465,0.0363604328826632
25,0.1099595547682898,0.0307110984084275
26,0.051052201896036,0.0282753694483015
27,0.1619029224380155,0.0145553865269163
28,0.0544776031636365,0.0265454048202122
29,0.1640431681147404,0.0195923351567345
30,0.157093340243437,0.0254481937184019
31,0.1648173105222534,0.0147718680528438
32,0.0577057810036288,0.0092727170061396
33,0.1685148092194124,0.0261109389326104
34,0.1051843538263299,0.0154183057962992
35,0.0509633564085661,0.0153919584633185
36,0.2227540989359425,0.0118121946119385
37,0.1148782116543538,0.0168832437686263
38,0.1790560780055649,0.0186830158123982
39,0.0547059837850172,0.0206397976006466
40,0.1651026748314314,0.0193578567954485
41,0.3419759641600588,0.0247910248169441
42,0.0515225676871824,0.016414296542256
43,0.0500298063025813,0.0193486409114171
44,0.22341536549027,0.0205505118845468
45,0.0452358730137609,0.0205946727110195
46,0.0986570118551061,0.0162158698215221
47,0.1580706265579385,0.0239981370133402
48,0.1686540828597196,0.0186151686763656
49,0.1055339690930161,0.0149641257380666
50,0.1728964569515065,0.015063515651188
51,0.1688669413022187,0.0205317178921101
52,0.1070815946881848,0.0182403809218942
53,0.2241261012591248,0.0189615137291475
54,0.3297798772716174,0.0223029250854391
55,0.0472616205383574,0.0190478182441393
56,0.0462446414707803,0.0119368227934746
57,0.1143485758866304,0.0133506741100299
58,0.0444417429906105,0.0181130672396199
59,0.1611045822725271,0.0151444377561451
60,0.094501929069374,0.0121712004296894
61,0.0482457431877195,0.0114331635151847
62,0.105527467885668,0.0107683876392485
63,0.0925389835551199,0.0120351885252473
64,0.049257743989432,0.0125478832413092
65,0.0564271828447962,0.0128464292461075
66,0.0468775591479344,0.0164616523785528
67,0.0946611728134331,0.0151285349953731
68,0.0457756063136882,0.0106547221772855
69,0.050887746754488,0.0149897604181087
70,0.0498810879936409,0.0153928295753099
71,0.0518703314879109,0.0171452458747881
72,0.046592465366397,0.0116482391789199
73,0.2492340827906324,0.0134950633004923
74,0.0346239423064135,0.0145238767553636
75,0.0716992142104936,0.0152341798235749
76,0.0381873234739407,0.022331277696768
77,0.0912246592819807,0.0179299336587017
78,0.1173539859702012,0.0181308399264487
79,0.2227971216005558,0.029219535280331
80,0.3433606715295501,0.0220199051242623
81,0.1118199847897915,0.0127436518400886
82,0.6289353732467855,0.0205315335280559
83,0.4784347571102362,0.0151578127962439
84,0.2874892452261834,0.0226851544688416
85,0.2881853955380665,0.0194050601219011
86,0.7076962449855466,0.019733886532274
87,0.4237608040758228,0.0158249091527804
88,0.2305393686533065,0.0181049423046543
89,0.3368530963442047,0.0157845400555876
90,0.0977390122816089,0.0141461926147262
91,0.4931907042931165,0.0240114402126261
92,0.4032727591940548,0.0113219205317982
93,0.1676334348820354,0.0119412240596068
94,0.0510629675508173,0.0131667932634513
95,0.4917468719150943,0.0176066760606223
96,0.202419774891636,0.0176809092474691
97,0.0995756177921465,0.0128311322051959
98,0.1389847837807816,0.0170042910625315
99,0.2581430339640723,0.0143288691815899
100,0.0487485123838406,0.0161516212324793
101,0.041230151168176,0.0125710493417781
102,0.1058113503645513,0.0204360637809624
103,0.1006887094272792,0.0171886403631943
104,0.2064424937536577,0.0117776550136877
105,0.3078781421576468,0.0166071058788753
106,0.0456621490794247,0.0132902153289756
107,0.1646186290696134,0.0153954517186373
108,0.2838688301887941,0.0193934980111714
109,0.2212744035723092,0.0135530340470719
110,0.389786590740673,0.0182363627598433
111,0.3309464775086188,0.0223473052480371
112,0.4064889286838297,0.0141671119468134
113,0.5444134910005406,0.0335085789664772
114,0.2187183695291659,0.0211579057367564
115,0.3454948089253359,0.0155228481158774
116,0.3436007198316847,0.0169124691600682
117,0.4224060884204131,0.017226974496515
118,0.0537646151108627,0.0181727061627349
119,0.1110656226296954,0.0190230622441822
120,0.0516019194563005,0.0162056574909621
121,0.053656860548789,0.0177587743923844
122,0.0495698899680857,0.0115981468827418
123,0.0977154223213934,0.0133933052930292
124,0.1053030325861934,0.0118055678132703
125,0.0882093888033419,0.0152877900316615
126,0.0472063732320643,0.0240239014353118
